RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
337,20547931,Brown,760,Germany,Male,24,10,104138.5,4,0,0,21943.34,0
338,30509391,Nehi,429,China,Male,89,10,107760.15,1,0,1,54659.61,1
339,48752807,Johnson,566,Germany,Female,79,2,15225.9,4,1,1,125583.12,1
340,51075489,Lavine,738,France,Male,28,6,181266.55,3,1,1,127387.42,1
341,93644559,Yen,606,USA,Female,74,9,215576.59,4,0,1,177272.14,1
342,34690718,Clements,690,France,Male,85,10,208420.51,2,1,0,141349.57,0
343,57168695,Brown,793,Austrelia,Female,67,7,116042.05,4,1,1,164077.84,0
344,64245618,Sanderson,791,America,Male,40,9,12119.93,3,1,1,180388.51,0
345,91197764,Davis,709,USA,Male,58,4,197456.22,3,0,0,47231.8,1
346,62827802,Henderson,316,France,Female,90,3,81125.08,4,0,0,55422.8,1
347,20002386,Henderson,301,USA,Male,89,6,181196.31,2,0,1,121609.89,0
348,88958227,He,713,India,Female,52,0,132845.59,1,0,1,77431.14,0
349,34860012,Obinna,525,Germany,Male,64,3,98144.3,2,0,1,154986.55,0
350,29289419,Hargrave,445,Germany,Female,73,8,66529.88,3,0,0,162071.66,0
351,83279935,Taylor,484,America,Female,31,10,249906.68,3,0,1,187797.88,0
352,87476237,Wilson,331,Germany,Female,85,10,74633.73,1,1,0,201368.65,0
353,82038419,Andrews,376,India,Female,57,2,219280.5,3,0,0,190746.36,1
354,86047564,Jones,675,France,Female,39,9,10460.28,4,0,0,133367.26,0
355,43453558,Mosman,313,France,Female,56,0,207089.54,4,0,0,166260.15,1
356,83870871,Armstrong,443,China,Female,26,7,38460.21,2,1,1,3269.33,0
357,78212978,Lopez,468,India,Male,56,1,245596.81,1,0,1,10871.68,1
358,16669026,Romeo,828,USA,Female,23,9,203141.45,4,0,1,51188.9,1
359,29528480,Brown,695,USA,Female,19,9,114338.27,1,1,1,152441.33,0
360,65500121,Henderson,427,India,Male,85,1,83100.57,1,1,0,8052.9,0
361,48859917,Dellucci,671,Germany,Male,19,8,1942.67,2,0,0,183718.67,1
362,96057829,Lorenzo,452,Germany,Female,28,2,244006.63,3,0,1,63569.82,0
363,58647898,Muldrow,756,France,Female,44,6,14428.66,2,0,1,99055.99,1
364,85789818,Bianchi,802,Spain,Female,79,10,18984.89,3,1,0,98928.46,0
365,57594295,Mitchell,794,India,Male,62,4,83704.38,4,1,0,165199.21,1
366,82391319,Henderson,383,Austrelia,Female,80,2,197714.17,1,1,0,72970.48,1
367,71678533,Chu,414,USA,Male,48,3,67304.13,3,1,1,1381.6,1
368,42073487,Cameron,641,Austrelia,Female,48,9,48030.75,1,0,1,124783.26,1
369,25420423,Lombardo,818,Spain,Female,35,8,54691.08,4,1,1,224447.81,1
370,76634202,Maggard,720,America,Female,19,9,186246.35,2,1,0,16147.25,1
371,66848976,Hargrave,381,USA,Female,22,3,93601.74,2,0,1,242246.4,1
372,87132169,Johnson,444,Spain,Male,68,3,15641.18,2,0,0,14255.15,1
373,82367964,Bianchi,500,USA,Male,55,5,147794.35,3,0,1,134911.35,0
374,83257349,Lavine,485,France,Male,81,5,17812.49,3,1,0,226266.56,0
375,79139346,Lorenzo,812,Austrelia,Male,30,2,200343.83,2,1,0,183354.45,1
376,72247107,Brown,378,China,Male,85,7,50017.88,1,1,1,239736.07,0
377,95330903,Moore,563,Austrelia,Female,81,7,54331.01,3,1,1,524.49,0
378,46923938,Sanderson,474,Austrelia,Female,77,10,127727.76,4,1,1,119067.25,0
379,85430092,Gerasimov,315,Spain,Female,29,2,19042.95,4,0,1,76697.79,0
380,58395540,Chu,449,Spain,Female,82,0,68719.53,4,1,0,236708.35,0
381,31778434,Azikiwe,810,Germany,Male,71,0,141065.25,4,0,1,79976.57,1
382,22346769,Lavine,665,France,Male,66,7,78471.81,4,1,1,13547.92,1
383,77406467,Azikiwe,508,USA,Male,82,1,211634,3,1,0,22555.23,1
384,17817838,Smith,566,Austrelia,Female,22,7,188199.34,4,0,1,131532.03,1
385,92196772,Davis,701,India,Male,24,7,181473.27,3,1,0,107098.94,1
386,66567786,Bearce,690,Germany,Male,53,7,74658.44,3,0,0,38993.07,0
387,24001767,Bianchi,710,Germany,Male,24,10,208454.86,2,1,1,53574.12,0
388,76517532,Armstrong,401,France,Male,83,9,92501.1,3,0,0,234552.31,1
389,27749775,Tyler,719,America,Female,19,3,148809.86,4,1,0,107783.85,0
390,54187949,Osborne,573,USA,Female,50,1,204091,3,0,1,110861.59,1
391,48558973,Sanderson,423,America,Male,67,9,12877.94,4,0,0,120233.94,1
392,89112587,Martinez,608,France,Female,64,0,244474.09,3,1,1,15288.88,0
393,22313539,Lucciano,369,Spain,Female,35,3,230582.05,2,0,0,150069.97,0
394,23010975,Anderson,702,USA,Male,69,3,189494.2,4,0,0,88907.02,0
395,92596616,Romeo,577,Austrelia,Female,36,2,159651.81,1,1,1,227893.67,0
396,29847882,Tyler,760,America,Male,38,1,98019.23,1,1,0,220009.58,1
397,69221549,Davis,469,France,Male,63,10,170136,1,0,1,96753.49,0
398,80725384,Hsiao,472,France,Male,44,4,244477.55,1,1,1,192854.84,0
399,18247194,Boni,579,America,Female,62,4,130278.37,3,0,0,78019.06,1
400,64102287,Azikiwe,625,Spain,Male,20,1,10545.03,2,0,0,82672.64,1
401,67167216,Mitchell,336,USA,Female,58,2,180769.35,4,1,0,136204.46,0
402,32313363,Muldrow,837,Spain,Female,53,2,129900.53,3,0,0,105729.86,0
403,77983082,Lorenzo,412,Austrelia,Female,67,5,233953.22,2,1,0,179985.44,1
404,53566365,Hao,588,USA,Female,40,1,128399.33,1,0,1,241347.84,0
405,19656762,Chin,518,America,Male,44,5,216109.02,2,0,0,196293.16,1
406,36760392,Boni,494,China,Male,49,8,44570.94,1,1,1,165341.42,1
407,51921142,Maclean,623,Spain,Male,44,8,108421.19,4,1,0,87781.13,1
408,34663512,Taylor,394,Austrelia,Male,51,7,85296.21,4,1,1,187917.79,1
409,78944956,Obinna,626,America,Female,49,8,63286.86,2,0,0,115256.56,1
410,48561855,Chin,353,America,Male,61,6,99501.44,2,1,1,77131.93,0
411,21088590,Martin,548,Spain,Female,25,8,240419.19,3,0,0,210879.47,0
412,83897270,McDonald,663,China,Male,27,3,16603.15,2,1,0,165109.28,0
413,71011134,Lavine,331,USA,Female,22,10,218884.21,3,1,0,131163.96,0
414,18045783,Scott,631,India,Female,45,10,114098.44,4,1,1,121552.02,1
415,53915799,Martin,501,India,Female,72,6,205323.05,4,0,0,212175.55,1
416,37341619,Goforth,561,Spain,Male,24,6,22360.02,4,1,1,143618.85,0
417,80413381,Hernandez,576,China,Male,37,2,234358.37,1,1,0,222156.78,1
418,38542907,Taylor,741,America,Male,38,6,13516.56,2,1,1,216613.68,0
419,92187060,Sanderson,804,Germany,Male,69,9,101436.16,3,1,0,25011.88,0
420,46088199,Chin,737,Spain,Female,30,3,218016.69,3,1,1,189533.11,1
421,18864572,Wilson,424,Austrelia,Male,38,1,63703.54,2,1,1,202820.43,1
422,24217120,Scott,334,France,Male,33,5,65031.24,2,1,1,12802.76,0
423,87628315,Wilson,313,China,Male,64,7,33993.66,4,0,1,200677.98,1
424,60024314,Osborne,370,America,Male,81,7,122355.58,1,1,1,19665.9,0
425,91311819,Bartlett,726,Austrelia,Male,73,5,82947.91,1,1,0,140338.04,1
426,90961552,Lombardo,771,USA,Female,33,2,153419.3,4,1,1,69452.39,0
427,26179434,Dellucci,588,USA,Female,38,0,87237.03,1,1,1,156176.94,0
428,38686044,Wilson,360,Austrelia,Female,38,1,140820.86,4,1,1,99948.13,0
429,17327260,Martin,478,Austrelia,Female,52,0,94812.17,2,1,0,72348.18,1
430,52778309,Hargrave,379,America,Male,46,9,144820.77,3,0,1,27667.88,0
431,25298522,Taylor,573,France,Female,43,3,244216.32,1,0,1,29619.68,0
432,57697622,Scott,700,Germany,Male,29,1,236125.19,3,1,0,139083.86,1
433,94082000,Hsiao,328,USA,Male,30,3,143574.29,4,0,0,82546.53,1
434,85110346,Chin,740,India,Male,89,7,161351.9,2,0,1,220669.9,0
435,46422098,Boni,454,America,Male,48,7,29676.81,1,1,0,157287.79,0
436,67868037,Romeo,415,America,Male,71,3,196615.97,1,0,1,164798.67,1
437,32426866,McDonald,449,USA,Male,33,7,10089.62,3,0,1,194.75,1
438,71314299,Onio,323,Austrelia,Male,61,8,22666.75,3,1,0,235283.12,0
439,70824934,Kay,473,Austrelia,Male,49,5,17915.34,3,1,1,54015.78,0
440,58885789,Johnson,349,China,Male,84,1,212068.03,4,0,0,88163.07,1
441,36290135,Anderson,523,America,Male,49,5,134958.22,2,0,1,42295.95,0
442,53596896,He,496,Spain,Female,19,0,101434.16,2,1,1,59189.73,1
443,66373891,Maggard,530,India,Male,20,4,33760.27,3,1,0,204458.86,0
444,66925566,Lorenzo,776,Spain,Female,18,2,79194.78,3,1,0,168624.34,1
445,38494231,Bartlett,776,Austrelia,Female,81,2,29934.03,3,1,0,30081.13,0
446,55459173,Williams,570,America,Male,43,1,203193.49,3,1,0,36826.18,1
447,81836921,Smith,525,America,Male,65,10,7541.33,3,0,0,85252.68,1
448,59371739,Lorenzo,651,India,Male,65,8,185857.47,4,0,0,246410.66,1
449,46751710,Andrews,426,France,Female,81,9,62020.68,1,1,0,238630.54,1
450,41992971,Miller,797,France,Female,35,4,148791.9,4,0,0,166548.01,1
451,49291041,Clements,495,USA,Male,73,4,19701.43,3,1,0,215833.32,0
452,35191931,Anderson,695,India,Male,59,1,153039.87,4,0,0,143102.93,0
453,87218323,Clarke,814,Germany,Female,68,6,4721,2,0,0,72771.08,0
454,30354549,Garcia,434,France,Male,24,5,84542.91,2,1,1,126200.5,0
455,26601668,Jackson,579,Germany,Male,84,10,24436.07,3,0,1,194265.24,1
456,48426464,Lavine,833,India,Male,20,6,207582.42,3,1,1,31336.21,0
457,45211572,Nehi,844,France,Female,62,8,197129.91,3,0,0,246266.61,0
458,84201096,Hsiao,708,USA,Male,68,3,230446.66,1,0,0,2244.22,0
459,74512472,Bartlett,643,Germany,Male,35,10,136944.98,2,1,1,207337.51,1
460,34393992,Nehi,325,Austrelia,Male,77,4,73702.09,3,1,0,83370.22,1
461,78078387,Gonzalez,684,Austrelia,Female,66,1,182763.99,4,1,0,173421.61,0
462,37120465,Davis,539,USA,Male,77,1,219540.04,2,0,0,20111.98,1
463,46234484,Onio,751,India,Male,89,8,248789.53,2,0,0,187908.51,1
464,92934242,Goforth,377,France,Female,81,0,143904.03,3,0,1,213557.7,0
465,93789303,Osborne,741,Austrelia,Female,67,2,144668.24,2,1,0,38818.85,1
466,97901367,Hao,842,China,Female,61,8,62076.22,1,1,0,151760.47,1
467,63641243,Armstrong,331,America,Male,62,10,72162.53,4,1,1,109168.91,0
468,32562287,Lopez,449,America,Female,90,10,173105,2,0,0,31599.05,0
469,76523853,Hargrave,807,India,Female,83,4,191475.53,2,1,0,93011.42,0
470,70381820,Bartlett,764,China,Female,19,2,244934.83,2,0,1,140940.6,0
471,94131160,Lavine,519,Spain,Female,82,8,139721.53,4,0,1,124779.33,0
472,23890494,Nehi,519,India,Male,81,1,247718.28,3,1,0,167980.72,0
473,74151735,Martinez,564,China,Male,85,10,28355.52,1,1,0,112188.14,0
474,99301066,Azikiwe,636,India,Female,56,9,13148.1,1,0,0,10352.05,1
475,99705811,Chin,840,China,Female,19,4,112600.4,3,0,0,207405.83,0
476,66301470,Gonzalez,816,Spain,Female,76,7,235090.64,4,1,0,24524.25,0
477,76718828,Bartlett,386,France,Female,54,3,163619.99,2,1,1,197708.18,0
478,88651258,Young,809,India,Male,32,10,101518.69,3,0,0,103104.18,1
479,78324544,Anderson,386,USA,Female,58,3,193011.01,2,0,1,25253.13,1
480,54764717,Jones,659,America,Male,67,2,63057.84,2,1,1,50043.94,1
481,77461046,Lucciano,644,Germany,Female,25,0,175452.82,2,0,1,4866.66,1
482,36719898,Maclean,651,India,Female,25,2,187221.39,2,0,1,93298.72,1
483,35190257,Wilson,774,Spain,Male,86,7,113963.88,2,0,1,30359.25,0
484,98225242,Chu,509,India,Male,86,6,188960.74,4,0,1,32408.26,0
485,50993165,Muldrow,784,India,Male,73,10,181494.51,2,0,0,13526.47,0
486,65770708,Smith,793,America,Male,46,7,168401.9,4,1,1,33190.01,1
487,19940756,Watson,614,China,Female,87,3,166458.09,3,1,1,231450.69,1
488,47207639,Garcia,754,America,Female,74,5,241889.95,3,0,0,65074.06,0
489,48150509,Nehi,469,China,Male,64,7,108353.72,1,0,1,52054.35,1
490,98162644,McWilliams,336,America,Male,78,10,186761.62,3,0,0,54483,0
491,83800034,He,596,Austrelia,Female,37,3,246103.89,4,0,0,93218.38,1
492,17905378,Thomas,395,America,Male,45,3,205875.09,2,0,1,115820.66,0
493,62207488,Jackson,832,Germany,Female,42,8,239095,2,0,1,19228.87,0
494,99590337,Odinakachukwu,629,India,Female,60,7,102123.88,1,0,0,110921.65,1
495,38498144,Muldrow,607,China,Female,36,2,73041.07,3,1,0,175022.5,0
496,21971803,Nehi,836,India,Male,44,0,120359.89,4,1,1,207469.55,0
497,62630334,Thomas,569,China,Female,47,4,47007.82,1,1,1,238491.48,1
498,56101558,Brown,468,France,Female,38,4,141001.18,2,0,0,96977.89,0
499,90923877,Osborne,777,America,Male,36,1,66341.7,2,1,0,227994.59,1
500,56464625,Williams,334,America,Female,50,3,80514.24,4,0,1,151639.77,0
501,43903189,Andrews,744,America,Female,67,7,8135.36,4,0,1,65192.85,1
502,32361354,Cameron,715,Spain,Male,78,9,213221.9,1,1,1,200869.19,1
503,59119308,McDonald,545,Spain,Female,44,5,85687.94,3,0,0,87024.13,1
504,96807882,Davis,816,USA,Female,40,1,64075.98,3,0,1,244562.47,0
505,41059451,Lopez,672,Austrelia,Female,74,3,34579.76,1,0,1,118637.56,1
506,65253440,Wilson,315,France,Male,78,5,226186.67,2,0,0,122051.67,0
507,16915772,Yen,608,Germany,Male,81,7,96118.77,3,0,1,33187.45,0
508,65382702,Dellucci,553,Spain,Female,40,8,246254.08,4,0,1,120117.59,1
509,31349140,Gonzalez,704,Spain,Male,86,0,172512.49,1,0,0,182855.84,1
510,37721610,Clements,496,Germany,Male,62,8,46361.71,4,1,1,219177.25,0
511,83530192,Davis,306,Austrelia,Female,41,5,49268.12,1,1,0,223984.32,0
512,18319577,Yen,459,Spain,Male,32,2,195898.28,3,1,1,113189.61,0
513,91859778,Garcia,326,India,Female,79,3,195508.91,4,1,1,43565.54,0
514,18184303,Tyler,380,India,Male,24,1,3744.52,3,0,1,202205.79,1
515,25346217,Tyler,342,Spain,Male,37,3,52586.79,2,1,0,31964.12,0
516,47938401,Boni,776,China,Male,46,6,101345.11,2,0,1,79969.34,0
517,85693286,Jones,629,Germany,Male,80,2,192900.48,3,0,0,239701.49,0
518,97083946,Lucciano,396,Germany,Male,22,5,145334.71,3,0,0,146761.3,1
519,97209487,He,309,USA,Female,34,2,38726.74,1,0,1,150217.7,1
520,84504946,Jackson,481,USA,Male,63,6,178768.17,3,0,1,36204.95,0
521,69176626,Lucciano,682,Austrelia,Male,74,6,64840.9,2,0,1,148413.81,0
522,29769963,Dellucci,706,France,Male,70,2,163770.83,1,1,0,172568.76,0
523,67919808,Maclean,303,Germany,Female,78,4,108539.08,4,0,0,102790.33,0
524,79675087,Jones,772,India,Female,51,9,94439.45,1,1,0,126228.46,1
525,17645208,Chin,444,USA,Female,42,10,100763.24,4,0,1,231875.59,1
526,55888204,Dellucci,420,Spain,Female,25,7,212503.66,3,1,0,51356.29,1
527,74680287,Wilson,585,Austrelia,Male,48,9,231961.65,2,1,1,93490.41,1
528,56034504,Watson,567,Austrelia,Male,48,6,177172.14,3,1,0,23264.14,0
529,65568790,Hsiao,787,Germany,Male,89,1,176830.06,3,0,0,195421.43,1
530,32882212,He,695,USA,Female,82,4,39109.89,4,0,1,91824.03,1
531,57881935,Tyler,707,Germany,Female,65,1,162029.47,3,0,1,51735.11,1
532,86773459,Mitchell,743,USA,Female,64,0,210446.24,4,1,1,177254.98,0
533,80661820,Henderson,458,Germany,Female,87,1,121965.89,2,0,1,246727.45,0
534,41052280,Henderson,377,Germany,Male,77,4,50200.48,3,0,0,165028.7,0
535,38774955,Mitchell,523,India,Male,36,2,35101.01,3,1,1,209625.01,0
536,60204431,Jones,819,France,Male,62,9,102357.55,3,1,0,189933.46,1
537,45446967,Clarke,774,Germany,Female,37,0,75701.91,2,0,1,158959.82,1
538,16536060,Garcia,431,Germany,Male,55,9,227085.4,4,0,0,27328.97,1
539,52588248,Yen,423,America,Male,81,6,126954.64,1,1,0,127999.41,1
540,39758960,Watson,445,Austrelia,Male,64,5,185471.16,3,0,1,40238.3,0
541,24517064,Boni,500,America,Male,41,3,77821.95,3,1,1,43699.26,1
542,51590678,Goforth,487,USA,Female,30,4,12090.02,2,1,0,44429.45,0
543,87941801,Jones,512,Austrelia,Male,22,9,52322.87,3,1,0,102062.67,1
544,89231968,Bianchi,680,France,Male,50,4,139223.95,2,0,0,31499.97,1
545,99993879,Onio,849,Austrelia,Female,55,3,241635.62,4,0,1,229168.54,1
546,19155990,Hao,699,Austrelia,Female,77,3,37887.2,3,1,0,21235.52,1
547,65803129,Martin,468,India,Male,87,9,233689.78,2,0,0,243487.48,0
548,68806426,Tyler,372,China,Male,72,2,27865.19,1,1,0,48140.21,0
549,27601764,Hernandez,725,China,Female,90,1,38726.47,4,1,1,14321.08,1
550,41867717,Scott,693,Spain,Male,41,4,174725.22,2,0,1,125727.14,0
551,62443967,Nehi,639,China,Female,82,3,119622.5,4,0,0,78354.03,0
552,21172382,Armstrong,396,USA,Male,55,4,220339.71,4,1,1,193403.68,0
553,41875156,Davis,606,Austrelia,Male,43,4,76031.58,1,1,0,45469.34,0
554,92536456,Lorenzo,531,China,Female,56,8,12241.45,4,1,1,157752.78,1
555,40081693,Jones,782,USA,Male,87,8,36907.67,3,1,1,46515.69,0
556,34864158,Brown,339,China,Female,66,7,40649.66,2,1,0,245361.14,0
557,72854207,Hernandez,416,India,Male,63,4,20867.13,3,1,0,170288.19,1
558,68270016,Armstrong,813,USA,Male,33,0,117430.51,1,0,0,131571.89,0
559,81542117,Smith,723,France,Female,85,4,212462.79,1,1,0,72957.98,0
560,78107472,Mosman,329,Austrelia,Female,64,5,65394.14,2,0,1,140237.26,0
561,61292211,Bianchi,313,Germany,Male,72,2,182059.99,4,0,1,6197.58,1
562,79820425,Romeo,545,Austrelia,Male,33,10,180039.91,3,0,1,105552.51,1
563,63190326,Bartlett,746,Austrelia,Male,47,10,233370.43,2,1,0,168361.53,0
564,22733606,Maggard,551,France,Female,78,7,143107.82,3,1,0,87130.11,0
565,79719735,Odinakachukwu,347,America,Female,38,1,214942.43,1,0,1,165835.98,1
566,46931481,Armstrong,396,Germany,Female,81,0,210306.96,3,0,0,210791.98,0
567,41070416,Chu,360,USA,Male,37,9,220574.08,4,1,0,108529.5,0
568,92612722,Muldrow,324,China,Male,34,9,169279.14,3,0,1,132391.75,1
569,81015471,Lorenzo,423,Austrelia,Male,71,10,10387.34,3,1,0,1535.52,0
570,28295874,Lombardo,327,Spain,Male,32,5,22124.95,4,0,0,19924.47,0
571,99049714,Taylor,817,France,Female,77,7,63100.07,2,0,0,248714.38,1
572,74881142,Tyler,638,Germany,Female,67,10,83653.76,2,1,1,165583.19,1
573,22274617,Romeo,331,France,Female,74,9,77308.5,1,0,1,244672.2,0
574,42364395,Gonzalez,758,China,Male,28,7,104409.54,3,0,0,36014.87,1
575,69391320,Young,547,China,Female,78,7,239855.32,4,0,0,89629.26,1
576,61737782,Goforth,584,India,Male,60,9,195334.4,3,1,0,166553.52,0
577,89828368,Watson,426,Austrelia,Female,51,2,221300.71,1,0,1,108349.66,1
578,96078306,Moore,770,Germany,Male,33,9,158803.9,1,1,1,102277.92,0
579,17292943,Armstrong,706,Germany,Female,60,8,13272.39,1,1,1,8269.87,1
580,72501013,Obinna,355,America,Male,64,1,74550.31,1,1,1,225461.23,1
581,50919304,Tyler,305,Austrelia,Male,76,4,166245,3,1,1,120899.48,0
582,45817341,Obinna,709,Germany,Male,28,10,156873.62,2,0,1,165122,0
583,98912177,Anderson,491,USA,Male,43,10,40384.35,1,0,1,58213.85,0
584,80208353,Andrews,477,India,Male,45,1,133412.17,4,1,0,109573.32,0
585,97349836,Scott,546,Germany,Female,84,5,176645.83,2,0,0,143338.56,1
586,87196593,Dellucci,695,India,Male,71,7,174114.48,4,1,0,73340.69,0
587,30486320,Kay,669,China,Female,65,8,114013.65,2,0,1,123942.89,1
588,75226756,Cameron,637,India,Male,42,7,225731.2,3,0,0,64428.08,1
589,52862605,Young,778,France,Male,37,4,108152.39,1,0,1,5444.13,0
590,18244815,Maclean,697,USA,Female,48,0,61666.79,4,1,1,109779.01,0
591,24396682,Rodriguez,451,Spain,Female,52,6,34685.1,1,1,0,197366.68,1
592,76430199,Gerasimov,737,Germany,Male,18,8,29480.39,3,1,0,162781.15,0
593,34636229,McWilliams,478,America,Female,69,3,199553.33,4,0,0,14447.01,0
594,86024663,Davis,604,China,Female,53,2,218983.1,2,0,0,55169.67,0
595,34992654,He,559,USA,Male,87,4,142365.17,3,0,1,190214.71,1
596,96315205,Hargrave,553,China,Male,71,0,32521.15,2,1,1,483.15,1
597,94965098,Hernandez,708,Austrelia,Male,23,10,113928.64,2,0,1,20843.14,1
598,86455654,Cameron,464,Germany,Female,90,7,24824.38,3,1,1,27321.27,0
599,35538669,Gerasimov,590,France,Female,21,10,25644.04,1,0,0,142863.36,0
600,48570645,Lombardo,474,Germany,Male,62,2,214750.03,2,1,0,232955.19,1
601,45607298,Bearce,516,Spain,Male,24,3,191515.81,2,1,0,88638.73,1
602,99426783,Henderson,444,USA,Female,79,2,201782.36,4,0,1,76159.61,0
603,69731782,Hao,532,USA,Male,53,10,34441.95,4,1,0,1153.81,0
604,47885715,Lorenzo,348,Austrelia,Male,32,7,176685.59,2,0,1,84015.74,0
605,30357691,Anderson,325,France,Female,23,3,186747.93,4,1,1,85593.17,1
606,66823080,Bartlett,487,China,Female,29,2,133617.12,2,1,0,135851.23,0
607,23051549,McDonald,373,Austrelia,Male,48,0,205422.84,1,0,0,190268.08,0
608,34751738,Azikiwe,306,Germany,Female,51,0,69206.51,1,1,0,181929.34,1
609,20858639,Maggard,650,China,Female,54,9,52937.71,3,1,0,113787.77,1
610,64479654,Mitchell,643,China,Male,43,6,229157.56,3,1,0,19979.2,0
611,65484789,Taylor,495,India,Male,41,4,28968.09,4,1,1,219423.32,0
612,41615784,Nehi,456,USA,Female,23,10,226223.14,4,0,1,165499.2,1
613,71636893,Bianchi,646,Spain,Male,46,0,131118.9,1,1,0,29314.66,0
614,95371986,Mosman,811,France,Male,82,6,245261.99,1,1,0,228880.45,0
615,24539279,Boni,661,Germany,Male,76,2,137440.99,1,1,1,65832.08,1
616,85317287,Boni,544,Spain,Male,42,3,148862.16,4,0,0,98143.23,1
617,86759111,Gonzalez,513,China,Male,87,7,84711.76,1,1,0,227519.8,1
618,34025335,Bearce,737,Austrelia,Female,29,4,230390.57,2,0,0,222359.16,1
619,45252451,Obinna,781,Spain,Male,60,10,245831.62,4,1,1,158235.2,1
620,30697785,He,747,India,Male,87,1,135459.82,2,1,0,111221.5,1
621,63159496,Obinna,838,Germany,Female,47,3,66132.58,4,0,1,157877.65,0
622,38066729,Martin,776,India,Female,33,6,85382.58,3,1,1,11223.23,1
623,71154077,Lucciano,479,China,Male,55,8,177453.54,2,0,0,78988.98,1
624,64704400,Gonzalez,787,Germany,Male,89,0,222702.35,2,1,1,52786.01,1
625,18313619,Maggard,832,Austrelia,Female,51,5,167209.48,4,1,0,3910.01,1
626,57907492,Wilson,505,China,Male,23,1,25865.9,3,0,0,232346.63,1
627,20550640,Onio,560,India,Female,66,7,193801.87,3,1,0,154543.66,0
628,72937870,Tyler,850,Germany,Male,73,8,60037.9,3,1,0,140621.5,0
629,96255007,Chu,361,America,Female,31,4,218038.09,3,1,1,79906.8,1
630,23863048,Tyler,358,France,Female,81,10,84693.31,4,0,1,157547.54,1
631,91223903,Boni,658,France,Male,31,6,156233.7,1,0,1,185205.01,0
632,53754434,McWilliams,474,France,Male,85,4,206706.79,4,1,1,152305.16,1
633,33851117,Romeo,847,USA,Male,68,5,78046.78,2,1,0,19435.62,1
634,79994148,Brown,384,China,Female,90,6,216042.65,4,1,0,104572.66,1
635,66369417,Garcia,757,America,Female,81,2,142429.01,3,0,0,150931.46,0
636,95430306,Maclean,417,Germany,Male,79,4,88562.58,1,1,0,220231.02,1
637,66177131,Hao,538,France,Male,78,3,139237.76,3,0,0,23869.45,0
638,45145349,Odinakachukwu,562,France,Male,69,0,214216.64,3,1,1,125003.71,0
639,98525959,Chin,314,Austrelia,Female,66,2,41224,1,0,1,169940.87,0
640,71449275,Hernandez,836,America,Female,77,0,82408.5,2,1,0,120009.37,0
641,55616737,Davis,599,France,Male,64,10,62763.89,1,0,0,228283.46,1
